38019 silly lifecycle postcss-modules-scope@1.1.0~preinstall: no script for preinstall, continuing
41160 silly move /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/base/node_modules/is-data-descriptor /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/is-data-descriptor
41161 info lifecycle is-data-descriptor@1.0.0~preuninstall: is-data-descriptor@1.0.0
41162 silly lifecycle is-data-descriptor@1.0.0~preuninstall: no script for preuninstall, continuing
41163 info lifecycle is-data-descriptor@1.0.0~uninstall: is-data-descriptor@1.0.0
41164 silly lifecycle is-data-descriptor@1.0.0~uninstall: no script for uninstall, continuing
41165 verbose unbuild rmStuff is-data-descriptor@1.0.0 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
41166 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/base/node_modules
41167 info lifecycle is-data-descriptor@1.0.0~postuninstall: is-data-descriptor@1.0.0
41168 silly lifecycle is-data-descriptor@1.0.0~postuninstall: no script for postuninstall, continuing
41169 silly move move existing destination node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/is-data-descriptor/node_modules
41170 silly move remove existing destination /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/is-data-descriptor
41171 silly move make sure destination parent exists /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules
41172 silly move move source node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/base/node_modules/is-data-descriptor/node_modules
41173 silly move move module dir to final dest /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/base/node_modules/is-data-descriptor /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/is-data-descriptor
41174 info lifecycle is-data-descriptor@1.0.0~preinstall: is-data-descriptor@1.0.0
41175 silly lifecycle is-data-descriptor@1.0.0~preinstall: no script for preinstall, continuing
41176 silly move /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/base/node_modules/is-descriptor /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/is-descriptor
41177 info lifecycle is-descriptor@1.0.2~preuninstall: is-descriptor@1.0.2
41178 silly lifecycle is-descriptor@1.0.2~preuninstall: no script for preuninstall, continuing
41179 info lifecycle is-descriptor@1.0.2~uninstall: is-descriptor@1.0.2
41180 silly lifecycle is-descriptor@1.0.2~uninstall: no script for uninstall, continuing
41181 verbose unbuild rmStuff is-descriptor@1.0.2 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
41182 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/base/node_modules
41183 info lifecycle is-descriptor@1.0.2~postuninstall: is-descriptor@1.0.2
41184 silly lifecycle is-descriptor@1.0.2~postuninstall: no script for postuninstall, continuing
41185 silly move move existing destination node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/is-descriptor/node_modules
41186 silly move remove existing destination /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/is-descriptor
41187 silly move make sure destination parent exists /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules
41188 silly move move source node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/base/node_modules/is-descriptor/node_modules
41189 silly move move module dir to final dest /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/base/node_modules/is-descriptor /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/is-descriptor
41190 info lifecycle is-descriptor@1.0.2~preinstall: is-descriptor@1.0.2
41191 silly lifecycle is-descriptor@1.0.2~preinstall: no script for preinstall, continuing
41192 silly move /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/extglob/node_modules/define-property /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/extglob/node_modules/define-property
41193 info lifecycle define-property@1.0.0~preuninstall: define-property@1.0.0
41194 silly lifecycle define-property@1.0.0~preuninstall: no script for preuninstall, continuing
41195 info lifecycle define-property@1.0.0~uninstall: define-property@1.0.0
41196 silly lifecycle define-property@1.0.0~uninstall: no script for uninstall, continuing
41197 verbose unbuild rmStuff define-property@1.0.0 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
41198 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/extglob/node_modules
41199 info lifecycle define-property@1.0.0~postuninstall: define-property@1.0.0
41200 silly lifecycle define-property@1.0.0~postuninstall: no script for postuninstall, continuing
41201 silly move move existing destination node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/extglob/node_modules/define-property/node_modules
41202 silly move remove existing destination /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/extglob/node_modules/define-property
41203 silly move make sure destination parent exists /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/extglob/node_modules
41204 silly move move source node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/extglob/node_modules/define-property/node_modules
41205 silly move move module dir to final dest /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/extglob/node_modules/define-property /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/extglob/node_modules/define-property
41206 info lifecycle define-property@1.0.0~preinstall: define-property@1.0.0
41207 silly lifecycle define-property@1.0.0~preinstall: no script for preinstall, continuing
41208 silly move /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/expand-brackets/node_modules/define-property /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/snapdragon/node_modules/define-property
41209 info lifecycle define-property@0.2.5~preuninstall: define-property@0.2.5
41210 silly lifecycle define-property@0.2.5~preuninstall: no script for preuninstall, continuing
41211 info lifecycle define-property@0.2.5~uninstall: define-property@0.2.5
41212 silly lifecycle define-property@0.2.5~uninstall: no script for uninstall, continuing
41213 verbose unbuild rmStuff define-property@0.2.5 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
41214 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/expand-brackets/node_modules
41215 info lifecycle define-property@0.2.5~postuninstall: define-property@0.2.5
41216 silly lifecycle define-property@0.2.5~postuninstall: no script for postuninstall, continuing
41217 silly move move existing destination node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/snapdragon/node_modules/define-property/node_modules
41218 silly move remove existing destination /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/snapdragon/node_modules/define-property
41219 silly move make sure destination parent exists /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/snapdragon/node_modules
41220 silly move move source node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/expand-brackets/node_modules/define-property/node_modules
41221 silly move move module dir to final dest /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/expand-brackets/node_modules/define-property /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules/snapdragon/node_modules/define-property
41222 info lifecycle define-property@0.2.5~preinstall: define-property@0.2.5
41223 silly lifecycle define-property@0.2.5~preinstall: no script for preinstall, continuing
41224 silly move /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/jest/node_modules/ansi-escapes /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/ansi-escapes
41225 info lifecycle ansi-escapes@1.4.0~preuninstall: ansi-escapes@1.4.0
41226 silly lifecycle ansi-escapes@1.4.0~preuninstall: no script for preuninstall, continuing
41227 info lifecycle ansi-escapes@1.4.0~uninstall: ansi-escapes@1.4.0
41228 silly lifecycle ansi-escapes@1.4.0~uninstall: no script for uninstall, continuing
41229 verbose unbuild rmStuff ansi-escapes@1.4.0 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
41230 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/jest/node_modules
41231 info lifecycle ansi-escapes@1.4.0~postuninstall: ansi-escapes@1.4.0
41232 silly lifecycle ansi-escapes@1.4.0~postuninstall: no script for postuninstall, continuing
41233 silly move move existing destination node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/ansi-escapes/node_modules
41234 silly move remove existing destination /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/ansi-escapes
41235 silly move make sure destination parent exists /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules
41236 silly move move source node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/jest/node_modules/ansi-escapes/node_modules
41237 silly move move module dir to final dest /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/jest/node_modules/ansi-escapes /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/ansi-escapes
41238 info lifecycle ansi-escapes@1.4.0~preinstall: ansi-escapes@1.4.0
41239 silly lifecycle ansi-escapes@1.4.0~preinstall: no script for preinstall, continuing
41240 silly move /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/extract-text-webpack-plugin/node_modules/async /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/async
41241 info lifecycle async@2.6.0~preuninstall: async@2.6.0
41242 silly lifecycle async@2.6.0~preuninstall: no script for preuninstall, continuing
41243 info lifecycle async@2.6.0~uninstall: async@2.6.0
41244 silly lifecycle async@2.6.0~uninstall: no script for uninstall, continuing
41245 verbose unbuild rmStuff async@2.6.0 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
41246 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/extract-text-webpack-plugin/node_modules
41247 info lifecycle async@2.6.0~postuninstall: async@2.6.0
41248 silly lifecycle async@2.6.0~postuninstall: no script for postuninstall, continuing
41249 silly move move existing destination node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/async/node_modules
41250 silly move remove existing destination /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/async
41251 silly move make sure destination parent exists /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules
41252 silly move move source node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/extract-text-webpack-plugin/node_modules/async/node_modules
41253 silly move move module dir to final dest /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/extract-text-webpack-plugin/node_modules/async /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/async
41254 info lifecycle async@2.6.0~preinstall: async@2.6.0
41255 silly lifecycle async@2.6.0~preinstall: no script for preinstall, continuing
41256 silly move /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/jest/node_modules/braces /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/braces
41257 info lifecycle braces@1.8.5~preuninstall: braces@1.8.5
41258 silly lifecycle braces@1.8.5~preuninstall: no script for preuninstall, continuing
41259 info lifecycle braces@1.8.5~uninstall: braces@1.8.5
41260 silly lifecycle braces@1.8.5~uninstall: no script for uninstall, continuing
41261 verbose unbuild rmStuff braces@1.8.5 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
41262 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/jest/node_modules
41263 info lifecycle braces@1.8.5~postuninstall: braces@1.8.5
41264 silly lifecycle braces@1.8.5~postuninstall: no script for postuninstall, continuing
41265 silly move move existing destination node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/braces/node_modules
41266 silly move remove existing destination /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/braces
41267 silly move make sure destination parent exists /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules
41268 silly move move source node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/jest/node_modules/braces/node_modules
41269 silly move move module dir to final dest /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/jest/node_modules/braces /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/braces
41270 info lifecycle braces@1.8.5~preinstall: braces@1.8.5
41271 silly lifecycle braces@1.8.5~preinstall: no script for preinstall, continuing
41272 silly move /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/cssnano/node_modules/browserslist /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/browserslist
41273 info lifecycle browserslist@1.7.7~preuninstall: browserslist@1.7.7
41274 silly lifecycle browserslist@1.7.7~preuninstall: no script for preuninstall, continuing
41275 info lifecycle browserslist@1.7.7~uninstall: browserslist@1.7.7
41276 silly lifecycle browserslist@1.7.7~uninstall: no script for uninstall, continuing
41277 verbose unbuild rmStuff browserslist@1.7.7 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
41278 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/cssnano/node_modules
41279 silly gentlyRm /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/cssnano/node_modules/.bin/browserslist is being gently removed from base /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/cssnano/node_modules/browserslist
41280 info lifecycle browserslist@1.7.7~postuninstall: browserslist@1.7.7
41281 silly lifecycle browserslist@1.7.7~postuninstall: no script for postuninstall, continuing
41282 silly move move existing destination node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/browserslist/node_modules
41283 silly move remove existing destination /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/browserslist
41284 silly move make sure destination parent exists /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules
41285 silly move move source node_modules away /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/cssnano/node_modules/browserslist/node_modules
41286 silly move move module dir to final dest /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/cssnano/node_modules/browserslist /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/browserslist
41287 info lifecycle browserslist@1.7.7~preinstall: browserslist@1.7.7
41288 silly lifecycle browserslist@1.7.7~preinstall: no script for preinstall, continuing
41289 silly move /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/sane/node_modules/bser /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/bser
41290 info lifecycle bser@1.0.2~preuninstall: bser@1.0.2
41291 silly lifecycle bser@1.0.2~preuninstall: no script for preuninstall, continuing
41292 info lifecycle bser@1.0.2~uninstall: bser@1.0.2
41293 silly lifecycle bser@1.0.2~uninstall: no script for uninstall, continuing
41294 verbose unbuild rmStuff bser@1.0.2 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
